config	target	dependency	why Cargo exposes it	disposition
ACME-only	integration test cli_runtime	tracing_subscriber	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
ACME-only	integration test cli_runtime	uuid	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
ACME-only	integration test cli_runtime	rustls-webpki (extern webpki)	Cargo exposes the direct rustls-webpki package dependency to every package target; its minimum version is consumed transitively through rustls instead of by a source-level import.	RETAIN; intentional direct security floor for RUSTSEC-2026-0049; keep the narrow target-level expectation and do not add a fake import.
ACME-only	integration test cli_runtime	zip	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	lib chan	arti_client	Cargo passes enabled package-level direct dependencies to the chan library target even though production chan contains only shared library modules and the dependency's source-level use is binary-local.	RETAIN; used by rustchan-cli or its active feature graph; preserve the library/runtime boundary, keep the library-target expectation, and do not add a fake import.
all-features	lib chan	axum_extra	Cargo passes enabled package-level direct dependencies to the chan library target even though production chan contains only shared library modules and the dependency's source-level use is binary-local.	RETAIN; used by rustchan-cli or its active feature graph; preserve the library/runtime boundary, keep the library-target expectation, and do not add a fake import.
all-features	lib chan	axum_server	Cargo passes enabled package-level direct dependencies to the chan library target even though production chan contains only shared library modules and the dependency's source-level use is binary-local.	RETAIN; used by rustchan-cli or its active feature graph; preserve the library/runtime boundary, keep the library-target expectation, and do not add a fake import.
all-features	lib chan	clap	Cargo passes enabled package-level direct dependencies to the chan library target even though production chan contains only shared library modules and the dependency's source-level use is binary-local.	RETAIN; used by rustchan-cli or its active feature graph; preserve the library/runtime boundary, keep the library-target expectation, and do not add a fake import.
all-features	lib chan	crossterm	Cargo passes enabled package-level direct dependencies to the chan library target even though production chan contains only shared library modules and the dependency's source-level use is binary-local.	RETAIN; used by rustchan-cli or its active feature graph; preserve the library/runtime boundary, keep the library-target expectation, and do not add a fake import.
all-features	lib chan	data_encoding	Cargo passes enabled package-level direct dependencies to the chan library target even though production chan contains only shared library modules and the dependency's source-level use is binary-local.	RETAIN; used by rustchan-cli or its active feature graph; preserve the library/runtime boundary, keep the library-target expectation, and do not add a fake import.
all-features	lib chan	futures	Cargo passes enabled package-level direct dependencies to the chan library target even though production chan contains only shared library modules and the dependency's source-level use is binary-local.	RETAIN; used by rustchan-cli or its active feature graph; preserve the library/runtime boundary, keep the library-target expectation, and do not add a fake import.
all-features	lib chan	hyper	Cargo passes enabled package-level direct dependencies to the chan library target even though production chan contains only shared library modules and the dependency's source-level use is binary-local.	RETAIN; used by rustchan-cli or its active feature graph; preserve the library/runtime boundary, keep the library-target expectation, and do not add a fake import.
all-features	lib chan	hyper_util	Cargo passes enabled package-level direct dependencies to the chan library target even though production chan contains only shared library modules and the dependency's source-level use is binary-local.	RETAIN; used by rustchan-cli or its active feature graph; preserve the library/runtime boundary, keep the library-target expectation, and do not add a fake import.
all-features	lib chan	pem_rfc7468	Cargo passes enabled package-level direct dependencies to the chan library target even though production chan contains only shared library modules and the dependency's source-level use is binary-local.	RETAIN; used by rustchan-cli or its active feature graph; preserve the library/runtime boundary, keep the library-target expectation, and do not add a fake import.
all-features	lib chan	rcgen	Cargo passes enabled package-level direct dependencies to the chan library target even though production chan contains only shared library modules and the dependency's source-level use is binary-local.	RETAIN; used by rustchan-cli or its active feature graph; preserve the library/runtime boundary, keep the library-target expectation, and do not add a fake import.
all-features	lib chan	rustls	Cargo passes enabled package-level direct dependencies to the chan library target even though production chan contains only shared library modules and the dependency's source-level use is binary-local.	RETAIN; used by rustchan-cli or its active feature graph; preserve the library/runtime boundary, keep the library-target expectation, and do not add a fake import.
all-features	lib chan	rustls_acme	Cargo passes enabled package-level direct dependencies to the chan library target even though production chan contains only shared library modules and the dependency's source-level use is binary-local.	RETAIN; used by rustchan-cli or its active feature graph; preserve the library/runtime boundary, keep the library-target expectation, and do not add a fake import.
all-features	lib chan	rustls_pki_types	Cargo passes enabled package-level direct dependencies to the chan library target even though production chan contains only shared library modules and the dependency's source-level use is binary-local.	RETAIN; used by rustchan-cli or its active feature graph; preserve the library/runtime boundary, keep the library-target expectation, and do not add a fake import.
all-features	lib chan	sha3	Cargo passes enabled package-level direct dependencies to the chan library target even though production chan contains only shared library modules and the dependency's source-level use is binary-local.	RETAIN; used by rustchan-cli or its active feature graph; preserve the library/runtime boundary, keep the library-target expectation, and do not add a fake import.
all-features	lib chan	time	Cargo passes enabled package-level direct dependencies to the chan library target even though production chan contains only shared library modules and the dependency's source-level use is binary-local.	RETAIN; used by rustchan-cli or its active feature graph; preserve the library/runtime boundary, keep the library-target expectation, and do not add a fake import.
all-features	lib chan	tokio	Cargo passes enabled package-level direct dependencies to the chan library target even though production chan contains only shared library modules and the dependency's source-level use is binary-local.	RETAIN; used by rustchan-cli or its active feature graph; preserve the library/runtime boundary, keep the library-target expectation, and do not add a fake import.
all-features	lib chan	tokio_rustls	Cargo passes enabled package-level direct dependencies to the chan library target even though production chan contains only shared library modules and the dependency's source-level use is binary-local.	RETAIN; used by rustchan-cli or its active feature graph; preserve the library/runtime boundary, keep the library-target expectation, and do not add a fake import.
all-features	lib chan	tokio_util	Cargo passes enabled package-level direct dependencies to the chan library target even though production chan contains only shared library modules and the dependency's source-level use is binary-local.	RETAIN; used by rustchan-cli or its active feature graph; preserve the library/runtime boundary, keep the library-target expectation, and do not add a fake import.
all-features	lib chan	tor_cell	Cargo passes enabled package-level direct dependencies to the chan library target even though production chan contains only shared library modules and the dependency's source-level use is binary-local.	RETAIN; used by rustchan-cli or its active feature graph; preserve the library/runtime boundary, keep the library-target expectation, and do not add a fake import.
all-features	lib chan	tor_hsservice	Cargo passes enabled package-level direct dependencies to the chan library target even though production chan contains only shared library modules and the dependency's source-level use is binary-local.	RETAIN; used by rustchan-cli or its active feature graph; preserve the library/runtime boundary, keep the library-target expectation, and do not add a fake import.
all-features	lib chan	tower	Cargo passes enabled package-level direct dependencies to the chan library target even though production chan contains only shared library modules and the dependency's source-level use is binary-local.	RETAIN; used by rustchan-cli or its active feature graph; preserve the library/runtime boundary, keep the library-target expectation, and do not add a fake import.
all-features	lib chan	tower_http	Cargo passes enabled package-level direct dependencies to the chan library target even though production chan contains only shared library modules and the dependency's source-level use is binary-local.	RETAIN; used by rustchan-cli or its active feature graph; preserve the library/runtime boundary, keep the library-target expectation, and do not add a fake import.
all-features	lib chan	tracing_appender	Cargo passes enabled package-level direct dependencies to the chan library target even though production chan contains only shared library modules and the dependency's source-level use is binary-local.	RETAIN; used by rustchan-cli or its active feature graph; preserve the library/runtime boundary, keep the library-target expectation, and do not add a fake import.
all-features	lib chan	tracing_subscriber	Cargo passes enabled package-level direct dependencies to the chan library target even though production chan contains only shared library modules and the dependency's source-level use is binary-local.	RETAIN; used by rustchan-cli or its active feature graph; preserve the library/runtime boundary, keep the library-target expectation, and do not add a fake import.
all-features	lib chan	rustls-webpki (extern webpki)	Cargo exposes the direct rustls-webpki package dependency to every package target; its minimum version is consumed transitively through rustls instead of by a source-level import.	RETAIN; intentional direct security floor for RUSTSEC-2026-0049; keep the narrow target-level expectation and do not add a fake import.
all-features	lib chan	x509_cert	Cargo passes enabled package-level direct dependencies to the chan library target even though production chan contains only shared library modules and the dependency's source-level use is binary-local.	RETAIN; used by rustchan-cli or its active feature graph; preserve the library/runtime boundary, keep the library-target expectation, and do not add a fake import.
all-features	lib chan	zip	Cargo passes enabled package-level direct dependencies to the chan library target even though production chan contains only shared library modules and the dependency's source-level use is binary-local.	RETAIN; used by rustchan-cli or its active feature graph; preserve the library/runtime boundary, keep the library-target expectation, and do not add a fake import.
all-features	bin rustchan-cli	chan (package library target)	Cargo automatically exposes the package's chan library crate to rustchan-cli; the standalone binary declares the full runtime graph locally and therefore does not link the companion library.	RETAIN; chan remains the shared library and unit-test target; preserve the standalone binary boundary, keep the binary-target expectation, and do not add a fake import.
all-features	bin rustchan-cli	rustls-webpki (extern webpki)	Cargo exposes the direct rustls-webpki package dependency to every package target; its minimum version is consumed transitively through rustls instead of by a source-level import.	RETAIN; intentional direct security floor for RUSTSEC-2026-0049; keep the narrow target-level expectation and do not add a fake import.
all-features	integration test cli_runtime	argon2	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	arti_client	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	axum	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	axum_extra	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	axum_server	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	captcha	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	chan (package library target)	Cargo automatically exposes the package library crate to integration-test targets; cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; preserve the black-box test boundary and target-level expectation; do not add a fake chan import.
all-features	integration test cli_runtime	chrono	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	clap	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	crossterm	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	dashmap	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	data_encoding	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	kamadak-exif (extern exif)	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	futures	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	getrandom	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	hex	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	hyper	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	hyper_util	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	image	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	ipnet	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	parking_lot	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	pem_rfc7468	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	r2d2	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	r2d2_sqlite	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	rand_core	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	rcgen	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	regex	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	rusqlite	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	rustix	Cargo exposes the Unix-only direct rustix dependency to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; the production library and CLI use rustix for the safe in-process Unix disk-space preflight; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	rustls_acme	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	rustls_pki_types	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	serde	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	serde_json	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	sha2	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	sha3	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	subtle	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	thiserror	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	time	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	tokio_rustls	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	tokio_util	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	toml	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	tor_cell	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	tor_hsservice	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	tower	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	tower_http	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	tracing	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	tracing_appender	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	tracing_subscriber	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	uuid	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	rustls-webpki (extern webpki)	Cargo exposes the direct rustls-webpki package dependency to every package target; its minimum version is consumed transitively through rustls instead of by a source-level import.	RETAIN; intentional direct security floor for RUSTSEC-2026-0049; keep the narrow target-level expectation and do not add a fake import.
all-features	integration test cli_runtime	x509_cert	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
all-features	integration test cli_runtime	zip	Cargo passes enabled package-level direct dependencies to integration-test targets even though cli_runtime deliberately drives only the compiled rustchan-cli executable.	RETAIN; used by the package library, CLI, or active feature graph; keep the integration-test expectation and do not add a fake import.
